"chr"	"start"	"end"	"strand"	"name"
"11224"	"chr14"	69152649	69153650	"-"	"DCAF5"
"11225"	"chr15"	69160083	69161084	"+"	"GLCE"
"11226"	"chrX"	69165292	69166293	"-"	"PJA1"
"11227"	"chr5"	69166509	69167510	"+"	"CCNB1"
"11228"	"chr10"	69179731	69180732	"+"	"SUPV3L1"
"11229"	"chr16"	69186628	69187629	"+"	"SNTB2"
"11230"	"chr5"	69189047	69190048	"+"	"CENPH"
"11231"	"chr14"	69191010	69192011	"+"	"EXD2"
"11232"	"chr4"	69214230	69215231	"-"	"UGT2B11"
"11233"	"chr5"	69217259	69218260	"+"	"MRPS36"
"11234"	"chr10"	69219802	69220803	"+"	"HKDC1"
"11235"	"chr5"	69234294	69235295	"+"	"CDK7"
"11236"	"chr12"	69239036	69240037	"+"	"CPSF6"
"11237"	"chr17"	69244345	69245346	"-"	"ABCA10"
"11238"	"chr14"	69258776	69259777	"+"	"GALNT16"
"11239"	"chr10"	69269483	69270484	"+"	"HK1"
"11240"	"chr4"	69279998	69280999	"+"	"UGT2B28"
"11241"	"chr11"	69293637	69294638	"+"	"MYEOV"
"11242"	"chr15"	69298446	69299447	"+"	"PAQR5"
"11243"	"chr16"	69299181	69300182	"+"	"RP11-343C2.11"
"11244"	"chr16"	69310855	69311856	"+"	"VPS4A"
"11245"	"chr9"	69324071	69325072	"+"	"FAM189A2"
"11246"	"chr17"	69326743	69327744	"-"	"ABCA5"
"11247"	"chr16"	69330094	69331095	"-"	"PDF"
"11248"	"chr5"	69332308	69333309	"-"	"CCDC125"
"11249"	"chr16"	69338929	69339930	"+"	"NIP7"
"11250"	"chr16"	69339082	69340083	"-"	"COG8"
"11251"	"chr16"	69339166	69340167	"-"	"COG8"
"11252"	"chr12"	69347840	69348841	"+"	"LYZ"
"11253"	"chr16"	69351229	69352230	"-"	"RP11-343C2.7"
"11254"	"chr16"	69351308	69352309	"-"	"TMED6"
"11255"	"chr16"	69355805	69356806	"-"	"RP11-343C2.9"
"11256"	"chr12"	69359202	69360203	"+"	"YEATS4"
"11257"	"chr5"	69368792	69369793	"+"	"RAD17"
"11258"	"chr5"	69369512	69370513	"-"	"AK6"
"11259"	"chr5"	69369512	69370513	"-"	"TAF9"
"11260"	"chr2"	69386753	69387754	"-"	"GFPT1"
"11261"	"chr14"	69397514	69398515	"+"	"SLC39A9"
"11262"	"chr14"	69398126	69399127	"-"	"ERH"
"11263"	"chr18"	69400554	69401555	"+"	"DOK6"
"11264"	"chr16"	69408070	69409071	"-"	"TERF2"
"11265"	"chr15"	69413745	69414746	"+"	"KIF23"
"11266"	"chr17"	69414197	69415198	"+"	"MAP2K6"
"11267"	"chr5"	69414611	69415612	"+"	"MARVELD2"
"11268"	"chr10"	69416366	69417367	"-"	"TACR2"
"11269"	"chr16"	69424024	69425025	"+"	"CYB5B"
"11270"	"chr2"	69437127	69438128	"-"	"NFU1"
"11271"	"chr10"	69450972	69451973	"+"	"TSPAN15"
"11272"	"chr15"	69452283	69453284	"+"	"RPLP1"
"11273"	"chr8"	69466123	69467124	"+"	"SULF1"
"11274"	"chr12"	69469848	69470849	"+"	"FRS2"
"11275"	"chr14"	69484191	69485192	"+"	"PLEKHD1"
"11276"	"chr5"	69491791	69492792	"+"	"OCLN"
"11277"	"chrX"	69504740	69505741	"+"	"FAM155B"
"11278"	"chr4"	69525513	69526514	"-"	"UGT2B4"
"11279"	"chr3"	69542082	69543083	"-"	"FRMD4B"
"11280"	"chr5"	69559707	69560708	"+"	"GTF2H2C"
"11281"	"chr16"	69564593	69565594	"+"	"NFAT5"
"11282"	"chr1"	69567897	69568898	"+"	"LRRC7"
"11283"	"chr10"	69572737	69573738	"-"	"NEUROG3"
"11284"	"chr14"	69574336	69575337	"-"	"CCDC177"
"11285"	"chr12"	69584833	69585834	"+"	"CCT2"
"11286"	"chr7"	69598418	69599419	"+"	"AUTS2"
"11287"	"chr12"	69610661	69611662	"-"	"LRRC10"
"11288"	"chr14"	69611095	69612096	"+"	"SUSD6"
"11289"	"chrX"	69615566	69616567	"+"	"EDA"
"11290"	"chr10"	69629750	69630751	"+"	"C10orf35"
"11291"	"chr4"	69639141	69640142	"-"	"UGT2A2"
"11292"	"chr11"	69640586	69641587	"+"	"CCND1"
"11293"	"chr2"	69643924	69644925	"+"	"ANXA4"
"11294"	"chr4"	69652748	69653749	"-"	"UGT2A1"
"11295"	"chr9"	69671805	69672806	"-"	"APBA1"
"11296"	"chr2"	69673848	69674849	"-"	"AAK1"
"11297"	"chr11"	69674915	69675916	"-"	"ORAOV1"
"11298"	"chr12"	69698975	69699976	"-"	"BEST3"
"11299"	"chr11"	69704141	69705142	"-"	"FGF19"
"11300"	"chr14"	69726399	69727400	"+"	"SRSF5"
"11301"	"chr16"	69726450	69727451	"-"	"NQO1"
"11302"	"chr12"	69738180	69739181	"+"	"RAB3IP"
"11303"	"chr3"	69738934	69739935	"+"	"MITF"
"11304"	"chr16"	69754439	69755440	"-"	"NOB1"
"11305"	"chr9"	69759458	69760459	"-"	"PTAR1"
"11306"	"chr16"	69761805	69762806	"+"	"WWP2"
"11307"	"chr11"	69774902	69775903	"-"	"FGF4"
"11308"	"chr4"	69787460	69788461	"-"	"SULT1B1"
"11309"	"chr6"	69796610	69797611	"-"	"LMBRD1"
"11310"	"chr14"	69796788	69797789	"-"	"SLC10A1"
"11311"	"chr12"	69801168	69802169	"+"	"AC025263.3"
"11312"	"chr10"	69801430	69802431	"+"	"COL13A1"
"11313"	"chr11"	69818523	69819524	"-"	"FGF3"
"11314"	"chr9"	69820292	69821293	"+"	"C9orf135"
"11315"	"chr12"	69824803	69825804	"+"	"MYRFL"
"11316"	"chr2"	69829141	69830142	"+"	"GMCL1"
"11317"	"chr8"	69834563	69835564	"-"	"SLCO5A1"
"11318"	"chr14"	69853630	69854631	"+"	"SMOC1"
"11319"	"chr4"	69859651	69860652	"-"	"SULT1E1"
"11320"	"chr6"	69866070	69867071	"+"	"COL19A1"
"11321"	"chr2"	69893059	69894060	"+"	"SNRNP27"
"11322"	"chr2"	69897187	69898188	"+"	"MXD1"
"11323"	"chr4"	69930580	69931581	"+"	"CSN1S1"
"11324"	"chr16"	69950204	69951205	"+"	"CLEC18A"
"11325"	"chr4"	69960506	69961507	"-"	"CSN2"
"11326"	"chr18"	69961302	69962303	"-"	"CD226"
"11327"	"chr2"	69961764	69962765	"-"	"ASPRV1"
"11328"	"chr4"	69995429	69996430	"+"	"STATH"
"11329"	"chr5"	70024746	70025747	"+"	"SERF1B"
"11330"	"chr4"	70027912	70028913	"+"	"HTN3"
"11331"	"chr9"	70043080	70044081	"+"	"MAMDC2"
"11332"	"chr5"	70049111	70050112	"+"	"SMN2"
"11333"	"chrX"	70049437	70050438	"-"	"AWAT2"
"11334"	"chr4"	70049901	70050902	"+"	"HTN1"
"11335"	"chr10"	70052295	70053296	"+"	"H2AFY2"
"11336"	"chr17"	70052928	70053929	"+"	"KCNJ16"
"11337"	"chrX"	70061990	70062991	"+"	"OTUD6A"
"11338"	"chr8"	70071192	70072193	"-"	"PRDM14"
"11339"	"chr11"	70077801	70078802	"+"	"ANO1"
"11340"	"chr2"	70086953	70087954	"+"	"PCBP1"
"11341"	"chr15"	70097675	70098676	"-"	"TLE3"
"11342"	"chr13"	70107992	70108993	"-"	"KLHL1"
"11343"	"chr16"	70113125	70114126	"+"	"PDPR"
"11344"	"chr10"	70132433	70133434	"-"	"AIFM2"
"11345"	"chrX"	70132948	70133949	"+"	"IGBP1"
"11346"	"chr4"	70133115	70134116	"+"	"PRR27"
"11347"	"chr10"	70146175	70147176	"-"	"TYSND1"
"11348"	"chr17"	70168172	70169173	"+"	"KCNJ2"
"11349"	"chr10"	70170022	70171023	"-"	"SAR1A"
"11350"	"chr16"	70172821	70173822	"+"	"CLEC18C"
"11351"	"chrX"	70176982	70177983	"+"	"DGAT2L6"
"11352"	"chr14"	70188569	70189570	"-"	"SLC8A3"
"11353"	"chr4"	70195995	70196996	"+"	"ODAM"
"11354"	"chr11"	70202662	70203663	"+"	"FADD"
"11355"	"chr1"	70205119	70206120	"-"	"LRRC40"
"11356"	"chr1"	70205181	70206182	"+"	"SRSF11"
"11357"	"chr18"	70205444	70206445	"-"	"RTTN"
"11358"	"chr4"	70225570	70226571	"+"	"FDCSP"
"11359"	"chr10"	70233410	70234411	"-"	"PPA1"
"11360"	"chrX"	70234154	70235155	"+"	"AWAT1"
"11361"	"chr4"	70242087	70243088	"+"	"CSN3"
"11362"	"chr12"	70242493	70243494	"+"	"CNOT2"
"11363"	"chr2"	70248114	70249115	"-"	"C2orf42"
"11364"	"chr2"	70248159	70249160	"-"	"TIA1"
"11365"	"chr16"	70251429	70252430	"-"	"EXOSC6"
"11366"	"chr2"	70256885	70257886	"+"	"PCYOX1"
"11367"	"chr9"	70258461	70259462	"+"	"SMC5"
"11368"	"chrX"	70259263	70260264	"-"	"P2RY4"
"11369"	"chrX"	70267804	70268805	"+"	"ARR3"
"11370"	"chr11"	70270199	70271200	"+"	"PPFIA1"
"11371"	"chrX"	70281592	70282593	"+"	"RAB41"
"11372"	"chr10"	70283175	70284176	"-"	"NPFFR1"
"11373"	"chr18"	70288400	70289401	"+"	"SOCS6"
"11374"	"chr16"	70289042	70290043	"-"	"AARS"
"11375"	"chr16"	70289162	70290163	"+"	"DDX19B"
"11376"	"chrX"	70289589	70290590	"+"	"KIF4A"
"11377"	"chrX"	70290013	70291014	"-"	"PDZD11"
"11378"	"chr2"	70293270	70294271	"-"	"SNRPG"
"11379"	"chr16"	70298693	70299694	"+"	"RP11-529K1.3"
"11380"	"chr2"	70301589	70302590	"-"	"FAM136A"
"11381"	"chr6"	70302582	70303583	"-"	"COL9A1"
"11382"	"chr3"	70312225	70313226	"-"	"RP11-231I13.2"
"11383"	"chr4"	70334465	70335466	"+"	"CABS1"
"11384"	"chr16"	70346328	70347329	"+"	"DDX19A"
"11385"	"chr1"	70354233	70355234	"-"	"ANKRD13C"
"11386"	"chr1"	70354304	70355305	"+"	"HHLA3"
"11387"	"chr14"	70359230	70360231	"-"	"COX16"
"11388"	"chr4"	70360260	70361261	"+"	"SMR3A"
"11389"	"chr12"	70365775	70366776	"+"	"KCNMB4"
"11390"	"chr4"	70369592	70370593	"+"	"SMR3B"
"11391"	"chr10"	70382149	70383150	"-"	"LRRC20"
"11392"	"chr4"	70397381	70398382	"+"	"OPRPN"
"11393"	"chr11"	70397903	70398904	"+"	"CTTN"
"11394"	"chr8"	70403304	70404305	"-"	"NCOA2"
"11395"	"chr10"	70403878	70404879	"+"	"EIF4EBP2"
"11396"	"chr1"	70410717	70411718	"+"	"CTH"
"11397"	"chr6"	70412440	70413441	"+"	"FAM135A"
"11398"	"chr9"	70414123	70415124	"-"	"KLF9"
"11399"	"chr14"	70416560	70417561	"-"	"SYNJ2BP"
"11400"	"chr14"	70416573	70417574	"-"	"SYNJ2BP-COX16"
"11401"	"chrX"	70422530	70423531	"+"	"GDPD2"
"11402"	"chr4"	70429991	70430992	"+"	"MUC7"
"11403"	"chr16"	70438736	70439737	"-"	"ST3GAL2"
"11404"	"chrX"	70444360	70445361	"+"	"DLG3"
"11405"	"chr10"	70447450	70448451	"-"	"NODAL"
"11406"	"chr14"	70451656	70452657	"+"	"ADAM21"
"11407"	"chr16"	70453920	70454921	"+"	"FUK"
"11408"	"chr10"	70478320	70479321	"+"	"PALD1"
"11409"	"chr4"	70518039	70519040	"+"	"AMTN"
"11410"	"chr16"	70523064	70524065	"-"	"COG4"
"11411"	"chr16"	70523287	70524288	"+"	"SF3B3"
"11412"	"chr14"	70534514	70535515	"-"	"ADAM20"
"11413"	"chr2"	70553692	70554693	"-"	"TGFA"
"11414"	"chr6"	70566416	70567417	"+"	"SDHAF4"
"11415"	"chr16"	70579394	70580395	"+"	"IL34"
"11416"	"chr4"	70591755	70592756	"+"	"AMBN"
"11417"	"chr14"	70600189	70601190	"-"	"MED6"
"11418"	"chr10"	70602274	70603275	"-"	"PRF1"
"11419"	"chr8"	70607886	70608887	"-"	"TRAM1"
"11420"	"chr4"	70628243	70629244	"+"	"ENAM"
"11421"	"chr12"	70636939	70637940	"-"	"PTPRB"
"11422"	"chr14"	70641286	70642287	"+"	"TTC9"
"11423"	"chr6"	70667275	70668276	"+"	"SMAP1"
"11424"	"chr8"	70668673	70669674	"-"	"LACTB2"
"11425"	"chr8"	70668864	70669865	"+"	"XKR9"
"11426"	"chr10"	70672302	70673303	"+"	"ADAMTS14"
"11427"	"chr4"	70681316	70682317	"-"	"JCHAIN"
"11428"	"chr16"	70685565	70686566	"-"	"MTSS1L"
"11429"	"chr4"	70687978	70688979	"+"	"UTP3"
"11430"	"chr4"	70703703	70704704	"+"	"RUFY3"
"11431"	"chr15"	70763092	70764093	"-"	"UACA"
"11432"	"chr2"	70767724	70768725	"-"	"ADD2"
"11433"	"chr10"	70784900	70785901	"-"	"TBATA"
"11434"	"chr2"	70790142	70791143	"-"	"FIGLA"
"11435"	"chr16"	70800660	70801661	"-"	"VAC14"
"11436"	"chr14"	70809033	70810034	"-"	"MAP3K9"
"11437"	"chr10"	70815460	70816461	"+"	"SGPL1"
"11438"	"chr2"	70820099	70821100	"-"	"CLEC4F"
"11439"	"chr2"	70835321	70836322	"-"	"CD207"
"11440"	"chr4"	70839444	70840445	"-"	"GRSF1"
"11441"	"chr15"	70852738	70853739	"+"	"LRRC49"
"11442"	"chr15"	70853658	70854659	"-"	"LARP6"
"11443"	"chr10"	70888283	70889284	"-"	"PCBD1"
"11444"	"chr15"	70892284	70893285	"-"	"THAP10"
"11445"	"chr2"	70900089	70901090	"+"	"VAX2"
"11446"	"chr5"	70900164	70901165	"+"	"SERF1A"
"11447"	"chr4"	70901825	70902826	"+"	"MOB1B"
"11448"	"chr14"	70906904	70907905	"+"	"PCNX1"
"11449"	"chrX"	70908230	70909231	"-"	"TEX11"
"11450"	"chr12"	70920342	70921343	"-"	"PTPRR"
"11451"	"chr5"	70924529	70925530	"+"	"SMN1"
"11452"	"chrX"	70930624	70931625	"-"	"SLC7A3"
"11453"	"chr2"	70935381	70936382	"+"	"ATP6V1B1"
"11454"	"chr6"	70956537	70957538	"-"	"B3GAT2"
"11455"	"chr2"	70977879	70978880	"+"	"ANKRD53"
"11456"	"chr4"	70992037	70993038	"+"	"DCK"
"11457"	"chr2"	70994444	70995445	"-"	"TEX261"
"11458"	"chr2"	70994835	70995836	"-"	"AC007040.11"
"11459"	"chr5"	71024613	71025614	"-"	"NAIP"
"11460"	"chr1"	71047307	71048308	"-"	"PTGER3"
"11461"	"chr2"	71063843	71064844	"+"	"NAGK"
"11462"	"chr5"	71067188	71068189	"-"	"GTF2H2"
"11463"	"chrX"	71072925	71073926	"-"	"SNX12"
"11464"	"chr1"	71080796	71081797	"-"	"ZRANB2"
"11465"	"chrX"	71095696	71096697	"+"	"FOXO4"
"11466"	"chr15"	71096451	71097452	"+"	"THSD4"
"11467"	"chrX"	71106287	71107288	"-"	"CXorf65"
"11468"	"chrX"	71111607	71112608	"-"	"IL2RG"
"11469"	"chr15"	71114993	71115994	"-"	"CT62"
"11470"	"chrX"	71118055	71119056	"+"	"MED12"
"11471"	"chr2"	71129738	71130739	"-"	"MCEE"
"11472"	"chr2"	71129813	71130814	"+"	"MPHOSPH10"
"11473"	"chr7"	71131668	71132669	"+"	"WBSCR17"
"11474"	"chrX"	71144330	71145331	"+"	"NLGN3"
"11475"	"chr4"	71186256	71187257	"+"	"SLC4A4"
"11476"	"chr10"	71212069	71213070	"+"	"UNC5B"
"11477"	"chrX"	71214693	71215694	"+"	"GJB1"
"11478"	"chr2"	71226582	71227583	"-"	"PAIP2B"
"11479"	"chr16"	71230221	71231222	"-"	"HYDIN"
"11480"	"chr11"	71252076	71253077	"-"	"SHANK2"
"11481"	"chrX"	71254645	71255646	"-"	"ZMYM3"
"11482"	"chr2"	71276060	71277061	"+"	"ZNF638"
"11483"	"chrX"	71282691	71283692	"+"	"NONO"
"11484"	"chr6"	71288302	71289303	"+"	"OGFRL1"
"11485"	"chr16"	71289214	71290215	"-"	"CMTR2"
"11486"	"chrX"	71301233	71302234	"+"	"ITGB1BP2"
"11487"	"chr10"	71318757	71319758	"+"	"SLC29A3"
"11488"	"chr14"	71319948	71320949	"+"	"SIPA1L1"
"11489"	"chr16"	71358212	71359213	"+"	"CALB2"
"11490"	"chr8"	71361731	71362732	"-"	"EYA1"
"11491"	"chrX"	71365738	71366739	"+"	"TAF1"
"11492"	"chr10"	71396433	71397434	"+"	"CDH23"
"11493"	"chr16"	71432875	71433876	"-"	"RP11-510M2.4"
"11494"	"chr12"	71439269	71440270	"+"	"LGR5"
"11495"	"chr12"	71441397	71442398	"-"	"TSPAN8"
"11496"	"chr9"	71446403	71447404	"-"	"TRPM3"
"11497"	"chr11"	71452367	71453368	"-"	"DHCR7"
"11498"	"chr11"	71452608	71453609	"+"	"NADSYN1"
"11499"	"chr2"	71453221	71454222	"+"	"DYSF"
"11500"	"chr5"	71455114	71456115	"+"	"BDP1"
"11501"	"chr16"	71462594	71463595	"-"	"ZNF23"
"11502"	"chr16"	71488810	71489811	"-"	"AC010547.9"
"11503"	"chr16"	71524732	71525733	"+"	"CHST4"
"11504"	"chr11"	71526766	71527767	"+"	"KRTAP5-7"
"11505"	"chrX"	71532582	71533583	"+"	"OGT"
"11506"	"chr11"	71537524	71538525	"+"	"KRTAP5-8"
"11507"	"chr11"	71547917	71548918	"+"	"KRTAP5-9"
"11508"	"chr16"	71564588	71565589	"-"	"ZNF19"
"11509"	"chr11"	71565062	71566063	"+"	"KRTAP5-10"
"11510"	"chr16"	71576629	71577630	"-"	"TAT"
"11511"	"chrX"	71577910	71578911	"+"	"GCNA"
"11512"	"chr3"	71583488	71584489	"-"	"FOXP1"
"11513"	"chr5"	71586787	71587788	"+"	"MCCC2"
"11514"	"chr11"	71602852	71603853	"-"	"KRTAP5-11"
"11515"	"chrX"	71618016	71619017	"-"	"CXCR3"
"11516"	"chr16"	71625660	71626661	"+"	"MARVELD3"
"11517"	"chr12"	71662508	71663509	"+"	"THAP2"
"11518"	"chrX"	71667041	71668042	"+"	"RP11-402P6.15"
"11519"	"chr12"	71667224	71668225	"-"	"ZFC3H1"
"11520"	"chr12"	71673703	71674704	"+"	"RP11-293I14.2"
"11521"	"chr12"	71685586	71686587	"+"	"TMEM19"
"11522"	"chrX"	71717650	71718651	"-"	"CXorf49"
"11523"	"chr5"	71718662	71719663	"+"	"CARTPT"
"11524"	"chr16"	71724200	71725201	"-"	"PHLPP2"
"11525"	"chr10"	71737323	71738324	"-"	"C10orf105"
"11526"	"chr3"	71753549	71754550	"+"	"GPR27"
"11527"	"chr3"	71754272	71755273	"-"	"EIF4E3"
"11528"	"chr12"	71754373	71755374	"+"	"RAB21"
"11529"	"chrX"	71762923	71763924	"+"	"CXorf49B"
"11530"	"chr10"	71772997	71773998	"-"	"VSIR"
"11531"	"chr3"	71784705	71785706	"-"	"PROK2"
"11532"	"chr11"	71787009	71788010	"+"	"FAM86C1"
"11533"	"chr15"	71792137	71793138	"+"	"NR2E3"
"11534"	"chr4"	71803540	71804541	"-"	"GC"
"11535"	"chr16"	71808700	71809701	"-"	"AP1G1"
"11536"	"chr9"	71816189	71817190	"-"	"TMEM2"
"11537"	"chr11"	71821047	71822048	"-"	"ZNF705E"
"11538"	"chr11"	71832699	71833700	"+"	"DEFB108B"
"11539"	"chr12"	71839206	71840207	"+"	"TBC1D15"
"11540"	"chr8"	71843967	71844968	"-"	"MSC"
"11541"	"chr16"	71845490	71846491	"+"	"ATXN1L"
"11542"	"chr16"	71845495	71846496	"+"	"IST1"
"11543"	"chr10"	71850874	71851875	"-"	"PSAP"
"11544"	"chr13"	71866691	71867692	"-"	"DACH1"
"11545"	"chr11"	71877952	71878953	"+"	"CTD-2313N18.7"
"11546"	"chr6"	71886202	71887203	"+"	"RIMS1"
"11547"	"chr16"	71894835	71895836	"-"	"ZNF821"
"11548"	"chrX"	71910317	71911318	"+"	"NHSL2"
"11549"	"chr9"	71910430	71911431	"-"	"ABHD17B"
"11550"	"chr9"	71911009	71912010	"+"	"C9orf85"
"11551"	"chr11"	71928153	71929154	"-"	"RP11-849H4.2"
"11552"	"chr11"	71928200	71929201	"+"	"RNF121"
"11553"	"chr14"	71931938	71932939	"+"	"RGS6"
"11554"	"chr12"	71938345	71939346	"+"	"TPH2"
"11555"	"chr10"	71963864	71964865	"+"	"CHST3"
"11556"	"chr11"	71998040	71999041	"+"	"IL18BP"
"11557"	"chr16"	71999477	72000478	"-"	"PKD1L3"
"11558"	"chr16"	72008087	72009088	"+"	"DHODH"
"11559"	"chr4"	72031303	72032304	"+"	"NPFFR2"
"11560"	"chr16"	72054091	72055092	"+"	"HP"
"11561"	"chr16"	72062723	72063724	"+"	"HPR"
"11562"	"chr9"	72072220	72073221	"-"	"C9orf57"
"11563"	"chr8"	72075116	72076117	"-"	"TRPA1"
"11564"	"chr11"	72079830	72080831	"+"	"LRTOMT"
"11565"	"chr11"	72080192	72081193	"-"	"NUMA1"
"11566"	"chr12"	72086765	72087766	"+"	"TRHDE"
"11567"	"chr10"	72088531	72089532	"-"	"SPOCK2"
"11568"	"chr16"	72093061	72094062	"+"	"DHX38"
"11569"	"chr16"	72093930	72094931	"-"	"TXNL4B"
"11570"	"chr11"	72102886	72103887	"-"	"LAMTOR1"
"11571"	"chr5"	72106733	72107734	"+"	"MAP1B"
"11572"	"chr11"	72112279	72113280	"-"	"ANAPC15"
"11573"	"chr15"	72113757	72114758	"+"	"SENP8"
"11574"	"chr9"	72114094	72115095	"+"	"GDA"
"11575"	"chr11"	72114368	72115369	"+"	"FOLR3"
"11576"	"chr15"	72118076	72119077	"-"	"MYO9A"
"11577"	"chr17"	72120519	72121520	"+"	"SOX9"
"11578"	"chrX"	72131400	72132401	"-"	"RGAG4"
"11579"	"chr2"	72147537	72148538	"-"	"CYP26B1"
"11580"	"chr16"	72176377	72177378	"-"	"PMFBP1"
"11581"	"chrX"	72180852	72181853	"+"	"PIN4"
"11582"	"chr11"	72189057	72190058	"+"	"FOLR1"
"11583"	"chr15"	72197284	72198285	"-"	"GRAMD2"
"11584"	"chr10"	72215499	72216500	"+"	"ANAPC16"
"11585"	"chr11"	72216100	72217101	"+"	"FOLR2"
"11586"	"chr10"	72216633	72217634	"-"	"ASCC1"
"11587"	"chr11"	72223200	72224201	"+"	"INPPL1"
"11588"	"chr15"	72231321	72232322	"-"	"PKM"
"11589"	"chrX"	72238546	72239547	"-"	"ERCC6L"
"11590"	"chr11"	72245163	72246164	"-"	"PHOX2A"
"11591"	"chr15"	72272498	72273499	"-"	"PARP6"
"11592"	"chr10"	72273419	72274420	"+"	"DDIT4"
"11593"	"chrX"	72276799	72277800	"-"	"RPS4X"
"11594"	"chr1"	72282233	72283234	"-"	"NEGR1"
"11595"	"chrX"	72306686	72307687	"-"	"CITED1"
"11596"	"chr15"	72319445	72320446	"-"	"RP11-106M3.5"
"11597"	"chr15"	72319628	72320629	"-"	"CELF6"
"11598"	"chr5"	72319866	72320867	"+"	"PTCD2"
"11599"	"chr5"	72320145	72321146	"-"	"MRPS27"
"11600"	"chr10"	72354729	72355730	"-"	"DNAJB12"
"11601"	"chr9"	72364734	72365735	"-"	"ZFAND5"
"11602"	"chr15"	72375480	72376481	"-"	"RP11-106M3.2"
"11603"	"chr15"	72375975	72376976	"-"	"HEXA"
"11604"	"chr15"	72397772	72398773	"+"	"TMEM202"
"11605"	"chr11"	72434179	72435180	"-"	"CLPB"
"11606"	"chr3"	72446120	72447121	"-"	"RYBP"
"11607"	"chr7"	72446650	72447651	"-"	"CALN1"
"11608"	"chr15"	72473825	72474826	"+"	"ARIH1"
"11609"	"chr5"	72507226	72508227	"-"	"ZNF366"
"11610"	"chr9"	72521300	72522301	"+"	"TMC1"
"11611"	"chr8"	72536890	72537891	"+"	"KCNB2"
"11612"	"chr4"	72568885	72569886	"-"	"ADAMTS3"
"11613"	"chrX"	72572602	72573603	"-"	"HDAC8"
"11614"	"chr6"	72621291	72622292	"+"	"KCNQ5"
"11615"	"chr10"	72625690	72626691	"-"	"MICU1"
"11616"	"chr18"	72638020	72639021	"-"	"CBLN2"
"11617"	"chr15"	72654237	72655238	"+"	"GOLGA6B"
"11618"	"chr11"	72674090	72675091	"-"	"PDE2A"
"11619"	"chr15"	72685648	72686649	"-"	"HIGD2B"
"11620"	"chr15"	72685678	72686679	"+"	"BBS4"
"11621"	"chr10"	72691630	72692631	"+"	"MCU"
"11622"	"chrX"	72713818	72714819	"-"	"PHKA1"
"11623"	"chr13"	72727186	72728187	"-"	"MZT1"
"11624"	"chr13"	72727248	72728249	"+"	"BORA"
"11625"	"chrX"	72776508	72777509	"+"	"DMRTC1B"
"11626"	"chr13"	72781558	72782559	"+"	"PIBF1"
"11627"	"chr13"	72781595	72782596	"-"	"DIS3"
"11628"	"chrX"	72782159	72783160	"-"	"FAM236B"
"11629"	"chr15"	72785345	72786346	"-"	"ADPGK"
"11630"	"chr11"	72793098	72794099	"-"	"ARAP1"
"11631"	"chr11"	72793667	72794668	"-"	"STARD10"
"11632"	"chrX"	72807709	72808710	"-"	"FAM236D"
"11633"	"chr11"	72813807	72814808	"+"	"ATG16L2"
"11634"	"chr5"	72815811	72816812	"+"	"TNPO1"
"11635"	"chr2"	72825540	72826541	"-"	"EXOC6B"
"11636"	"chr7"	72827697	72828698	"-"	"TYW1B"
"11637"	"chr3"	72861413	72862414	"-"	"SHQ1"
"11638"	"chr18"	72867645	72868646	"-"	"NETO1"
"11639"	"chr7"	72878864	72879865	"+"	"POM121"
"11640"	"chr2"	72886859	72887860	"+"	"SPR"
"11641"	"chr3"	72887572	72888573	"+"	"GXYLT2"
"11642"	"chr10"	72893080	72894081	"+"	"OIT3"
"11643"	"chr14"	72893615	72894616	"-"	"DPF3"
"11644"	"chrX"	72912114	72913115	"+"	"FAM236C"
"11645"	"chr2"	72915759	72916760	"+"	"EMX1"
"11646"	"chr14"	72925831	72926832	"+"	"DCAF4"
"11647"	"chrX"	72937662	72938663	"+"	"FAM236A"
"11648"	"chrX"	72943313	72944314	"-"	"DMRTC1"
"11649"	"chr10"	72954277	72955278	"-"	"PLA2G12B"
"11650"	"chr5"	72955480	72956481	"+"	"FCHO2"
"11651"	"chr7"	72968965	72969966	"-"	"TRIM74"
"11652"	"chr3"	72996284	72997285	"+"	"PPP4R2"
"11653"	"chrX"	73003016	73004017	"+"	"PABPC1L2B"
"11654"	"chr8"	73008363	73009364	"+"	"TERF1"
"11655"	"chr14"	73026711	73027712	"-"	"ZFYVE1"
"11656"	"chr15"	73051209	73052210	"+"	"NEO1"
"11657"	"chr13"	73054475	73055476	"+"	"KLF5"
"11658"	"chr14"	73057935	73058936	"+"	"RBM25"
"11659"	"chr16"	73059197	73060198	"-"	"ZFHX3"
"11660"	"chr3"	73061158	73062159	"+"	"EBLN2"
"11661"	"chr4"	73069254	73070255	"-"	"COX18"
"11662"	"chr2"	73075118	73076119	"-"	"SFXN5"
"11663"	"chrX"	73079011	73080012	"-"	"PABPC1L2A"
"11664"	"chr9"	73079941	73080942	"-"	"ALDH1A1"
"11665"	"chr17"	73092211	73093212	"-"	"SLC39A11"
"11666"	"chr10"	73096473	73097474	"-"	"P4HA1"
"11667"	"chr10"	73109874	73110875	"+"	"NUDT13"
"11668"	"chr5"	73119791	73120792	"+"	"TMEM171"
"11669"	"chr8"	73123587	73124588	"-"	"SBSPON"
"11670"	"chrX"	73127579	73128580	"-"	"NAP1L6"
"11671"	"chr14"	73135917	73136918	"+"	"PSEN1"
"11672"	"chr11"	73141760	73142761	"-"	"FCHSD2"
"11673"	"chr9"	73151256	73152257	"+"	"ANXA1"
